iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,marti,touchpad,0,8,25,450,3,1,1782724741656
0,marti,touchpad,0,8,25,450,7,1,1782724742528
0,marti,touchpad,0,8,25,450,4,1,1782724743305
0,marti,touchpad,0,8,25,450,0,1,1782724744070
0,marti,touchpad,0,8,25,450,5,1,1782724744708
0,marti,touchpad,0,8,25,450,1,1,1782724745414
0,marti,touchpad,0,8,25,450,6,1,1782724746002
0,marti,touchpad,0,8,25,450,2,1,1782724746591
1,marti,touchpad,0,8,25,450,5,1,1782724748489
1,marti,touchpad,0,8,25,450,1,1,1782724749190
1,marti,touchpad,0,8,25,450,6,1,1782724749933
1,marti,touchpad,0,8,25,450,2,1,1782724750645
1,marti,touchpad,0,8,25,450,7,1,1782724751316
1,marti,touchpad,0,8,25,450,3,0,1782724752020
1,marti,touchpad,0,8,25,450,3,0,1782724752644
1,marti,touchpad,0,8,25,450,3,1,1782724753050
1,marti,touchpad,0,8,25,450,0,1,1782724753870
1,marti,touchpad,0,8,25,450,4,1,1782724754553
2,marti,touchpad,0,8,25,450,5,1,1782724756063
2,marti,touchpad,0,8,25,450,1,1,1782724756699
2,marti,touchpad,0,8,25,450,6,1,1782724757437
2,marti,touchpad,0,8,25,450,2,1,1782724758209
2,marti,touchpad,0,8,25,450,7,1,1782724758943
2,marti,touchpad,0,8,25,450,3,1,1782724759609
2,marti,touchpad,0,8,25,450,0,1,1782724760447
2,marti,touchpad,0,8,25,450,4,1,1782724761108
