iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,marti,pose,0,8,40,550,1,1,1782724836361
0,marti,pose,0,8,40,550,5,1,1782724841019
0,marti,pose,0,8,40,550,2,1,1782724842538
0,marti,pose,0,8,40,550,6,1,1782724845436
0,marti,pose,0,8,40,550,3,1,1782724846826
0,marti,pose,0,8,40,550,7,1,1782724848266
0,marti,pose,0,8,40,550,4,1,1782724852860
0,marti,pose,0,8,40,550,0,0,1782724852924
0,marti,pose,0,8,40,550,0,1,1782724854443
1,marti,pose,0,8,40,550,1,1,1782724861405
1,marti,pose,0,8,40,550,5,1,1782724864987
1,marti,pose,0,8,40,550,2,1,1782724867420
1,marti,pose,0,8,40,550,6,0,1782724867659
1,marti,pose,0,8,40,550,6,0,1782724867723
1,marti,pose,0,8,40,550,6,0,1782724869549
1,marti,pose,0,8,40,550,6,0,1782724877196
1,marti,pose,0,8,40,550,6,1,1782724877789
1,marti,pose,0,8,40,550,3,0,1782724877963
1,marti,pose,0,8,40,550,3,0,1782724879659
1,marti,pose,0,8,40,550,3,1,1782724884571
1,marti,pose,0,8,40,550,7,0,1782724884652
1,marti,pose,0,8,40,550,7,1,1782724886540
1,marti,pose,0,8,40,550,4,1,1782724889869
1,marti,pose,0,8,40,550,0,0,1782724891228
1,marti,pose,0,8,40,550,0,0,1782724891500
1,marti,pose,0,8,40,550,0,0,1782724891723
1,marti,pose,0,8,40,550,0,1,1782724891996
2,marti,pose,0,8,40,550,3,1,1782724894798
2,marti,pose,0,8,40,550,7,0,1782724894864
2,marti,pose,0,8,40,550,7,1,1782724896749
2,marti,pose,0,8,40,550,4,1,1782724899245
2,marti,pose,0,8,40,550,0,0,1782724899372
2,marti,pose,0,8,40,550,0,0,1782724900140
2,marti,pose,0,8,40,550,0,1,1782724900604
2,marti,pose,0,8,40,550,5,1,1782724916109
2,marti,pose,0,8,40,550,1,1,1782724917531
2,marti,pose,0,8,40,550,6,0,1782724917708
2,marti,pose,0,8,40,550,6,0,1782724917964
2,marti,pose,0,8,40,550,6,1,1782724919932
2,marti,pose,0,8,40,550,2,0,1782724920032
2,marti,pose,0,8,40,550,2,1,1782724922027
