iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,marti,mouse,0,8,25,350,4,1,1782724307556
0,marti,mouse,0,8,25,350,0,1,1782724308148
0,marti,mouse,0,8,25,350,5,1,1782724308718
0,marti,mouse,0,8,25,350,1,1,1782724309340
0,marti,mouse,0,8,25,350,6,1,1782724309830
0,marti,mouse,0,8,25,350,2,1,1782724310426
0,marti,mouse,0,8,25,350,7,1,1782724311046
0,marti,mouse,0,8,25,350,3,1,1782724311580
1,marti,mouse,0,8,25,350,0,1,1782724312974
1,marti,mouse,0,8,25,350,4,1,1782724313680
1,marti,mouse,0,8,25,350,1,1,1782724314275
1,marti,mouse,0,8,25,350,5,1,1782724314875
1,marti,mouse,0,8,25,350,2,1,1782724315422
1,marti,mouse,0,8,25,350,6,1,1782724316018
1,marti,mouse,0,8,25,350,3,1,1782724316589
1,marti,mouse,0,8,25,350,7,1,1782724317175
2,marti,mouse,0,8,25,350,5,1,1782724318620
2,marti,mouse,0,8,25,350,1,1,1782724319297
2,marti,mouse,0,8,25,350,6,1,1782724319946
2,marti,mouse,0,8,25,350,2,1,1782724320499
2,marti,mouse,0,8,25,350,7,1,1782724321102
2,marti,mouse,0,8,25,350,3,1,1782724321607
2,marti,mouse,0,8,25,350,0,1,1782724322107
2,marti,mouse,0,8,25,350,4,1,1782724322649
