iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,hector,mouse,150,8,25,450,5,1,1782833914011
0,hector,mouse,150,8,25,450,1,1,1782833914834
0,hector,mouse,150,8,25,450,6,1,1782833916024
0,hector,mouse,150,8,25,450,2,1,1782833916781
0,hector,mouse,150,8,25,450,7,1,1782833917861
0,hector,mouse,150,8,25,450,3,1,1782833919891
0,hector,mouse,150,8,25,450,0,1,1782833920627
0,hector,mouse,150,8,25,450,4,1,1782833921614
1,hector,mouse,150,8,25,450,4,1,1782833924013
1,hector,mouse,150,8,25,450,0,1,1782833924849
1,hector,mouse,150,8,25,450,5,1,1782833925774
1,hector,mouse,150,8,25,450,1,1,1782833926762
1,hector,mouse,150,8,25,450,6,1,1782833927556
1,hector,mouse,150,8,25,450,2,1,1782833928693
1,hector,mouse,150,8,25,450,7,1,1782833929496
1,hector,mouse,150,8,25,450,3,1,1782833930474
2,hector,mouse,150,8,25,450,6,1,1782833932404
2,hector,mouse,150,8,25,450,2,1,1782833933332
2,hector,mouse,150,8,25,450,7,1,1782833934251
2,hector,mouse,150,8,25,450,3,1,1782833935274
2,hector,mouse,150,8,25,450,0,1,1782833936309
2,hector,mouse,150,8,25,450,4,1,1782833937450
2,hector,mouse,150,8,25,450,1,1,1782833938581
2,hector,mouse,150,8,25,450,5,1,1782833939737
