iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,martina,mouse,150,8,55,350,5,1,1782829557753
0,martina,mouse,150,8,55,350,1,1,1782829558291
0,martina,mouse,150,8,55,350,6,1,1782829558707
0,martina,mouse,150,8,55,350,2,1,1782829559389
0,martina,mouse,150,8,55,350,7,1,1782829559844
0,martina,mouse,150,8,55,350,3,1,1782829560413
0,martina,mouse,150,8,55,350,0,0,1782829560850
0,martina,mouse,150,8,55,350,0,1,1782829561769
0,martina,mouse,150,8,55,350,4,1,1782829562233
1,martina,mouse,150,8,55,350,1,1,1782829563328
1,martina,mouse,150,8,55,350,5,1,1782829563817
1,martina,mouse,150,8,55,350,2,1,1782829564342
1,martina,mouse,150,8,55,350,6,1,1782829564891
1,martina,mouse,150,8,55,350,3,1,1782829565549
1,martina,mouse,150,8,55,350,7,1,1782829566074
1,martina,mouse,150,8,55,350,4,1,1782829566608
1,martina,mouse,150,8,55,350,0,1,1782829567428
2,martina,mouse,150,8,55,350,2,1,1782829568813
2,martina,mouse,150,8,55,350,6,1,1782829569243
2,martina,mouse,150,8,55,350,3,1,1782829569730
2,martina,mouse,150,8,55,350,7,1,1782829570275
2,martina,mouse,150,8,55,350,4,1,1782829570729
2,martina,mouse,150,8,55,350,0,1,1782829571219
2,martina,mouse,150,8,55,350,5,1,1782829571784
2,martina,mouse,150,8,55,350,1,0,1782829572270
2,martina,mouse,150,8,55,350,1,1,1782829573158
