iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,martina,pose,0,8,25,550,7,1,1782830437695
0,martina,pose,0,8,25,550,3,1,1782830439183
0,martina,pose,0,8,25,550,0,1,1782830440112
0,martina,pose,0,8,25,550,4,0,1782830440319
0,martina,pose,0,8,25,550,4,0,1782830440421
0,martina,pose,0,8,25,550,4,0,1782830440626
0,martina,pose,0,8,25,550,4,1,1782830442785
0,martina,pose,0,8,25,550,1,0,1782830443442
0,martina,pose,0,8,25,550,1,0,1782830443743
0,martina,pose,0,8,25,550,1,0,1782830443840
0,martina,pose,0,8,25,550,1,1,1782830444145
0,martina,pose,0,8,25,550,5,0,1782830444271
0,martina,pose,0,8,25,550,5,0,1782830444576
0,martina,pose,0,8,25,550,5,1,1782830445472
0,martina,pose,0,8,25,550,2,0,1782830446528
0,martina,pose,0,8,25,550,2,0,1782830447264
0,martina,pose,0,8,25,550,2,0,1782830447361
0,martina,pose,0,8,25,550,2,0,1782830447535
0,martina,pose,0,8,25,550,2,0,1782830447872
0,martina,pose,0,8,25,550,2,1,1782830448303
0,martina,pose,0,8,25,550,6,0,1782830448496
0,martina,pose,0,8,25,550,6,0,1782830448736
0,martina,pose,0,8,25,550,6,0,1782830448831
0,martina,pose,0,8,25,550,6,1,1782830450191
1,martina,pose,0,8,25,550,3,1,1782830452592
1,martina,pose,0,8,25,550,7,1,1782830454625
1,martina,pose,0,8,25,550,4,1,1782830455808
1,martina,pose,0,8,25,550,0,0,1782830456672
1,martina,pose,0,8,25,550,0,0,1782830457282
1,martina,pose,0,8,25,550,0,0,1782830457408
1,martina,pose,0,8,25,550,0,0,1782830457647
1,martina,pose,0,8,25,550,0,0,1782830457745
1,martina,pose,0,8,25,550,0,0,1782830457809
1,martina,pose,0,8,25,550,0,0,1782830458303
1,martina,pose,0,8,25,550,0,1,1782830458705
1,martina,pose,0,8,25,550,5,0,1782830458914
1,martina,pose,0,8,25,550,5,1,1782830461202
1,martina,pose,0,8,25,550,1,0,1782830462241
1,martina,pose,0,8,25,550,1,0,1782830462431
1,martina,pose,0,8,25,550,1,1,1782830462528
1,martina,pose,0,8,25,550,6,0,1782830462673
1,martina,pose,0,8,25,550,6,0,1782830462865
1,martina,pose,0,8,25,550,6,1,1782830463855
1,martina,pose,0,8,25,550,2,0,1782830465056
1,martina,pose,0,8,25,550,2,1,1782830465363
2,martina,pose,0,8,25,550,2,1,1782830471380
2,martina,pose,0,8,25,550,6,1,1782830472579
2,martina,pose,0,8,25,550,3,1,1782830474004
2,martina,pose,0,8,25,550,7,1,1782830475408
2,martina,pose,0,8,25,550,4,1,1782830476736
2,martina,pose,0,8,25,550,0,0,1782830477328
2,martina,pose,0,8,25,550,0,0,1782830477393
2,martina,pose,0,8,25,550,0,0,1782830477458
2,martina,pose,0,8,25,550,0,1,1782830477568
2,martina,pose,0,8,25,550,5,0,1782830477665
2,martina,pose,0,8,25,550,5,1,1782830479264
2,martina,pose,0,8,25,550,1,1,1782830480354
