iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,touchpad,0,140,600,0,1782725672998,1782725673550
2,marti,touchpad,0,140,600,0,1782725675597,1782725676176
3,marti,touchpad,0,140,600,0,1782725678025,1782725678643
