iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,mouse,0,140,800,0,1782725471082,1782725471868
2,marti,mouse,0,140,800,0,1782725473730,1782725474461
3,marti,mouse,0,140,800,0,1782725476423,1782725477227
