iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,touchpad,0,60,600,0,1782725643287,1782725644176
2,marti,touchpad,0,60,600,0,1782725646884,1782725647973
3,marti,touchpad,0,60,600,0,1782725650406,1782725652016
