iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,mouse,150,100,800,0,1782725558590,1782725559963
2,marti,mouse,150,100,800,0,1782725562123,1782725563481
3,marti,mouse,150,100,800,0,1782725565713,1782725566967
