iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,pose,0,60,800,0,1782725724238,1782725727870
2,marti,pose,0,60,800,0,1782725732814,1782725735214
3,marti,pose,0,60,800,0,1782725738609,1782725740894
