iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,mouse,0,60,400,0,1782725491721,1782725492462
2,marti,mouse,0,60,400,0,1782725494240,1782725494846
3,marti,mouse,0,60,400,0,1782725496500,1782725497106
