iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,mouse,150,140,400,0,1782725525779,1782725526767
2,marti,mouse,150,140,400,0,1782725529385,1782725530340
3,marti,mouse,150,140,400,0,1782725533157,1782725534027
