iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,pose,0,140,800,0,1782725797376,1782725799264
2,marti,pose,0,140,800,0,1782725802752,1782725804481
3,marti,pose,0,140,800,0,1782725807808,1782725809312
