iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,touchpad,0,100,400,0,1782725622064,1782725624126
2,marti,touchpad,0,100,400,0,1782725627732,1782725628455
3,marti,touchpad,0,100,400,0,1782725630892,1782725631393
