iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,pose,0,140,400,0,1782725781871,1782725782367
2,marti,pose,0,140,400,0,1782725787456,1782725788352
3,marti,pose,0,140,400,0,1782725791615,1782725792977
