iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,mouse,150,60,400,0,1782725606214,1782725607170
2,marti,mouse,150,60,400,0,1782725609259,1782725610066
3,marti,mouse,150,60,400,0,1782725612077,1782725612833
