iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,marti,touchpad,0,60,800,0,1782725681674,1782725684166
2,marti,touchpad,0,60,800,0,1782725686232,1782725687891
3,marti,touchpad,0,60,800,0,1782725690257,1782725691499
