iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,pose,0,60,800,0,1782830915872,1782830918367
2,martina,pose,0,60,800,0,1782830923045,1782830925848
3,martina,pose,0,60,800,0,1782830930941,1782830933366
