iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,touchpad,0,60,600,0,1782830846032,1782830846678
2,martina,touchpad,0,60,600,2,1782830848755,1782830849894
3,martina,touchpad,0,60,600,0,1782830852075,1782830852974
