iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,touchpad,0,100,600,0,1782830890244,1782830890951
2,martina,touchpad,0,100,600,0,1782830892692,1782830893401
3,martina,touchpad,0,100,600,0,1782830895206,1782830895728
