iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,hector,mouse,0,100,800,0,1782843280003,1782843280880
2,hector,mouse,0,100,800,0,1782843282625,1782843283303
3,hector,mouse,0,100,800,0,1782843284744,1782843285348
