iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,mouse,0,60,600,0,1782830710903,1782830711596
2,martina,mouse,0,60,600,0,1782830712942,1782830713677
3,martina,mouse,0,60,600,0,1782830714945,1782830715992
