iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,martina,mouse,0,8,55,450,5,1,1782829489710
0,martina,mouse,0,8,55,450,1,1,1782829490166
0,martina,mouse,0,8,55,450,6,1,1782829490565
0,martina,mouse,0,8,55,450,2,1,1782829490983
0,martina,mouse,0,8,55,450,7,1,1782829491405
0,martina,mouse,0,8,55,450,3,1,1782829491736
0,martina,mouse,0,8,55,450,0,1,1782829492160
0,martina,mouse,0,8,55,450,4,1,1782829492545
1,martina,mouse,0,8,55,450,2,1,1782829493853
1,martina,mouse,0,8,55,450,6,0,1782829493928
1,martina,mouse,0,8,55,450,6,1,1782829494610
1,martina,mouse,0,8,55,450,3,1,1782829495082
1,martina,mouse,0,8,55,450,7,1,1782829495498
1,martina,mouse,0,8,55,450,4,1,1782829495888
1,martina,mouse,0,8,55,450,0,1,1782829496286
1,martina,mouse,0,8,55,450,5,1,1782829496793
1,martina,mouse,0,8,55,450,1,1,1782829497166
2,martina,mouse,0,8,55,450,3,0,1782829498302
2,martina,mouse,0,8,55,450,3,1,1782829498609
2,martina,mouse,0,8,55,450,7,1,1782829499196
2,martina,mouse,0,8,55,450,4,1,1782829499574
2,martina,mouse,0,8,55,450,0,1,1782829499975
2,martina,mouse,0,8,55,450,5,1,1782829500351
2,martina,mouse,0,8,55,450,1,1,1782829500718
2,martina,mouse,0,8,55,450,6,0,1782829501118
2,martina,mouse,0,8,55,450,6,1,1782829501374
2,martina,mouse,0,8,55,450,2,1,1782829501760
