iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,martina,pose,0,8,40,350,5,1,1782830408831
0,martina,pose,0,8,40,350,1,1,1782830409695
0,martina,pose,0,8,40,350,6,1,1782830410655
0,martina,pose,0,8,40,350,2,1,1782830411678
0,martina,pose,0,8,40,350,7,1,1782830412543
0,martina,pose,0,8,40,350,3,1,1782830413487
0,martina,pose,0,8,40,350,0,1,1782830414270
0,martina,pose,0,8,40,350,4,1,1782830416239
1,martina,pose,0,8,40,350,6,1,1782830418369
1,martina,pose,0,8,40,350,2,1,1782830419359
1,martina,pose,0,8,40,350,7,1,1782830420223
1,martina,pose,0,8,40,350,3,1,1782830421137
1,martina,pose,0,8,40,350,0,1,1782830422064
1,martina,pose,0,8,40,350,4,1,1782830423791
1,martina,pose,0,8,40,350,1,1,1782830424594
1,martina,pose,0,8,40,350,5,0,1782830424784
1,martina,pose,0,8,40,350,5,1,1782830425614
2,martina,pose,0,8,40,350,2,1,1782830427711
2,martina,pose,0,8,40,350,6,0,1782830427808
2,martina,pose,0,8,40,350,6,1,1782830428705
2,martina,pose,0,8,40,350,3,1,1782830430674
2,martina,pose,0,8,40,350,7,1,1782830431631
2,martina,pose,0,8,40,350,4,1,1782830432527
2,martina,pose,0,8,40,350,0,1,1782830433439
2,martina,pose,0,8,40,350,5,1,1782830434463
2,martina,pose,0,8,40,350,1,0,1782830434591
2,martina,pose,0,8,40,350,1,1,1782830435390
