iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,pat,mouse,150,8,40,550,2,1,1782851396420
0,pat,mouse,150,8,40,550,6,1,1782851397113
0,pat,mouse,150,8,40,550,3,1,1782851397826
0,pat,mouse,150,8,40,550,7,1,1782851398356
0,pat,mouse,150,8,40,550,4,0,1782851398965
0,pat,mouse,150,8,40,550,4,1,1782851400445
0,pat,mouse,150,8,40,550,0,1,1782851401201
0,pat,mouse,150,8,40,550,5,1,1782851402175
0,pat,mouse,150,8,40,550,1,1,1782851403054
1,pat,mouse,150,8,40,550,6,1,1782851404782
1,pat,mouse,150,8,40,550,2,1,1782851405643
1,pat,mouse,150,8,40,550,7,1,1782851406348
1,pat,mouse,150,8,40,550,3,1,1782851407042
1,pat,mouse,150,8,40,550,0,1,1782851408072
1,pat,mouse,150,8,40,550,4,1,1782851408815
1,pat,mouse,150,8,40,550,1,1,1782851409725
1,pat,mouse,150,8,40,550,5,1,1782851410425
2,pat,mouse,150,8,40,550,1,1,1782851412157
2,pat,mouse,150,8,40,550,5,0,1782851412728
2,pat,mouse,150,8,40,550,5,1,1782851413503
2,pat,mouse,150,8,40,550,2,0,1782851414045
2,pat,mouse,150,8,40,550,2,1,1782851415287
2,pat,mouse,150,8,40,550,6,1,1782851416039
2,pat,mouse,150,8,40,550,3,1,1782851416776
2,pat,mouse,150,8,40,550,7,1,1782851417439
2,pat,mouse,150,8,40,550,4,1,1782851418057
2,pat,mouse,150,8,40,550,0,1,1782851418732
