iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,hector,mouse,0,8,55,450,2,1,1782833706602
0,hector,mouse,0,8,55,450,6,1,1782833707341
0,hector,mouse,0,8,55,450,3,1,1782833707994
0,hector,mouse,0,8,55,450,7,1,1782833708581
0,hector,mouse,0,8,55,450,4,1,1782833709263
0,hector,mouse,0,8,55,450,0,1,1782833709849
0,hector,mouse,0,8,55,450,5,1,1782833710613
0,hector,mouse,0,8,55,450,1,1,1782833711370
1,hector,mouse,0,8,55,450,6,1,1782833713104
1,hector,mouse,0,8,55,450,2,1,1782833713673
1,hector,mouse,0,8,55,450,7,1,1782833714294
1,hector,mouse,0,8,55,450,3,1,1782833715030
1,hector,mouse,0,8,55,450,0,1,1782833715766
1,hector,mouse,0,8,55,450,4,1,1782833716394
1,hector,mouse,0,8,55,450,1,1,1782833717099
1,hector,mouse,0,8,55,450,5,1,1782833717908
2,hector,mouse,0,8,55,450,3,1,1782833719700
2,hector,mouse,0,8,55,450,7,1,1782833720472
2,hector,mouse,0,8,55,450,4,1,1782833721067
2,hector,mouse,0,8,55,450,0,1,1782833721663
2,hector,mouse,0,8,55,450,5,1,1782833722348
2,hector,mouse,0,8,55,450,1,1,1782833722992
2,hector,mouse,0,8,55,450,6,1,1782833723596
2,hector,mouse,0,8,55,450,2,1,1782833724244
