iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,pat,pose,0,8,40,550,6,1,1782852107845
0,pat,pose,0,8,40,550,2,1,1782852109289
0,pat,pose,0,8,40,550,7,1,1782852111043
0,pat,pose,0,8,40,550,3,1,1782852112486
0,pat,pose,0,8,40,550,0,1,1782852114243
0,pat,pose,0,8,40,550,4,0,1782852114547
0,pat,pose,0,8,40,550,4,1,1782852115570
0,pat,pose,0,8,40,550,1,1,1782852117471
0,pat,pose,0,8,40,550,5,0,1782852117828
0,pat,pose,0,8,40,550,5,1,1782852119064
1,pat,pose,0,8,40,550,4,1,1782852125127
1,pat,pose,0,8,40,550,0,1,1782852126422
1,pat,pose,0,8,40,550,5,1,1782852127972
1,pat,pose,0,8,40,550,1,0,1782852128393
1,pat,pose,0,8,40,550,1,1,1782852129189
1,pat,pose,0,8,40,550,6,0,1782852129737
1,pat,pose,0,8,40,550,6,1,1782852130534
1,pat,pose,0,8,40,550,2,1,1782852131945
1,pat,pose,0,8,40,550,7,0,1782852132537
1,pat,pose,0,8,40,550,7,1,1782852133587
1,pat,pose,0,8,40,550,3,0,1782852133758
1,pat,pose,0,8,40,550,3,0,1782852133900
1,pat,pose,0,8,40,550,3,1,1782852135048
2,pat,pose,0,8,40,550,4,1,1782852150137
2,pat,pose,0,8,40,550,0,1,1782852151474
2,pat,pose,0,8,40,550,5,0,1782852152094
2,pat,pose,0,8,40,550,5,1,1782852153199
2,pat,pose,0,8,40,550,1,1,1782852154626
2,pat,pose,0,8,40,550,6,0,1782852155140
2,pat,pose,0,8,40,550,6,1,1782852156343
2,pat,pose,0,8,40,550,2,1,1782852157891
2,pat,pose,0,8,40,550,7,0,1782852158401
2,pat,pose,0,8,40,550,7,1,1782852159188
2,pat,pose,0,8,40,550,3,0,1782852160291
2,pat,pose,0,8,40,550,3,1,1782852160898
