iteration,part_id,input_method,delay,num_targets,radius,distance,target_id,hit,timestamp
0,martina,touchpad,0,8,55,550,1,1,1782829826005
0,martina,touchpad,0,8,55,550,5,1,1782829826524
0,martina,touchpad,0,8,55,550,2,1,1782829827136
0,martina,touchpad,0,8,55,550,6,1,1782829827683
0,martina,touchpad,0,8,55,550,3,1,1782829828237
0,martina,touchpad,0,8,55,550,7,1,1782829828823
0,martina,touchpad,0,8,55,550,4,1,1782829829293
0,martina,touchpad,0,8,55,550,0,1,1782829829831
1,martina,touchpad,0,8,55,550,1,1,1782829831162
1,martina,touchpad,0,8,55,550,5,1,1782829831679
1,martina,touchpad,0,8,55,550,2,1,1782829832334
1,martina,touchpad,0,8,55,550,6,1,1782829832958
1,martina,touchpad,0,8,55,550,3,1,1782829833407
1,martina,touchpad,0,8,55,550,7,1,1782829834062
1,martina,touchpad,0,8,55,550,4,1,1782829834532
1,martina,touchpad,0,8,55,550,0,1,1782829835041
2,martina,touchpad,0,8,55,550,5,1,1782829836229
2,martina,touchpad,0,8,55,550,1,1,1782829836914
2,martina,touchpad,0,8,55,550,6,1,1782829837588
2,martina,touchpad,0,8,55,550,2,1,1782829838128
2,martina,touchpad,0,8,55,550,7,1,1782829838741
2,martina,touchpad,0,8,55,550,3,1,1782829839215
2,martina,touchpad,0,8,55,550,0,1,1782829839785
2,martina,touchpad,0,8,55,550,4,1,1782829840359
