iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,mouse,150,100,800,0,1782830783750,1782830784709
2,martina,mouse,150,100,800,0,1782830786599,1782830787572
3,martina,mouse,150,100,800,0,1782830789697,1782830790740
