iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,pat,pose,0,100,800,2,1782853248370,1782853256664
2,pat,pose,0,100,800,0,1782853261883,1782853263683
3,pat,pose,0,100,800,0,1782853266417,1782853268585
