iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,touchpad,0,140,800,0,1782830900120,1782830900612
2,martina,touchpad,0,140,800,0,1782830902127,1782830902656
3,martina,touchpad,0,140,800,0,1782830904248,1782830904617
