iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,mouse,0,140,800,0,1782830680767,1782830681547
2,martina,mouse,0,140,800,0,1782830683973,1782830684514
3,martina,mouse,0,140,800,0,1782830686094,1782830686640
