iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,pat,mouse,0,60,800,0,1782852908913,1782852910375
2,pat,mouse,0,60,800,0,1782852911882,1782852913256
3,pat,mouse,0,60,800,0,1782852914672,1782852916738
