iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,touchpad,0,100,800,1,1782830862332,1782830863918
2,martina,touchpad,0,100,800,0,1782830865695,1782830866429
3,martina,touchpad,0,100,800,0,1782830868226,1782830868977
