iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,hector,mouse,0,60,800,0,1782843294537,1782843295559
2,hector,mouse,0,60,800,0,1782843297310,1782843298343
3,hector,mouse,0,60,800,0,1782843299741,1782843300612
