iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,pat,mouse,0,140,800,0,1782852901448,1782852902811
2,pat,mouse,0,140,800,0,1782852904251,1782852905107
3,pat,mouse,0,140,800,0,1782852906484,1782852907307
