iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,mouse,0,140,400,0,1782830661760,1782830662320
2,martina,mouse,0,140,400,0,1782830663666,1782830664292
3,martina,mouse,0,140,400,0,1782830665647,1782830666223
