iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,martina,pose,0,60,400,0,1782831073998,1782831075195
2,martina,pose,0,60,400,0,1782831077855,1782831078853
3,martina,pose,0,60,400,0,1782831081246,1782831082270
