iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,hector,touchpad,0,60,800,0,1782843441224,1782843442369
2,hector,touchpad,0,60,800,2,1782843443751,1782843446900
3,hector,touchpad,0,60,800,0,1782843448714,1782843449997
