iteration,part_id,input_method,delay,width,distance,errors,start_time,end_time
1,hector,pose,0,140,800,0,1782843534175,1782843535086
2,hector,pose,0,140,800,0,1782843537293,1782843538283
3,hector,pose,0,140,800,0,1782843540427,1782843541442
